NID_ID,STATE,DAM_NAME,OTHER_NAME,HAZARD,EAP,STATE_NAME,CONG_DIST,COUNTY,NEAR_CITY,DIST_CITY,RIVER,PRM_PURPOS,NID_DAMTYP,YEAR_COMPL,NID_HEIGHT,NID_STOR,DAM_LENGTH,MAX_DISCH,OWNER,OWN_TYPE,STATE_AGCY,FED_AGCY,NONFED_DAM,SECT_TOWN,PURPOSE,DAM_TYPE,DAM_HEIGHT,HYDR_HGT,STRUCT_HGT,NORM_STOR,MAX_STOR,SURF_AREA,DRAIN_AREA,SPILL_TYPE,SPILL_WDTH,NUM_LOCKS,LOCK_LEN,LOCK_WIDTH,VOLUME,INSP_DATE,PHASEI_INS,FD_CONSTRC,FD_DESIGN,FD_FUNDING,FD_INSPECT,FD_OPERATE,FD_OTHER,FD_OWNER,FD_REGULAT,SUPP_FED,SUPP_DATE,SOURC_AGCY,SOURC_DATE,SOURCE_ID,LONGITUD_X,LATITUDE_Y,FIPS_STATE,FIPS_CNTY,RECID
OH00055,OH,DEER LAKE DAM,,HIGH,,OHIO,OH-18,MUSKINGUM,ROBERTS,,TR-JONATHAN CREEK,RECREATION,GRAVITY,1957,30,131,450,379,DR. RALPH D. SMITH,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,NEWTON,R,RE,30,26,,84,131,10.1,1.06,,,,,,,09/04/1986,YES,,,,,,,,,,,OH,05/09/1995,9720-003,-82.101667,39.88,39,39119,52
OH00056,OH,AVONDALE WILDLIFE AREA NO. 2 DAM,,LOW,,OHIO,OH-18,MUSKINGUM,DARLINGTON,,TR-MOXAHALA CREEK,RECREATION,GRAVITY,,35,260,400,16709,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,NEWTON,R,RE,35,,,,260,,0.63,,,,,,,19/05/1982,NO,,,,,,,,,,,OH,05/09/1995,9620-005,-82.095278,39.843889,39,39119,53
OH00057,OH,AVONDALE WILDLIFE AREA NO. 1 DAM,,SIGNIFICANT,,OHIO,OH-18,MUSKINGUM,ROSEVILLE,,TR-MOXAHALA CREEK,RECREATION,GRAVITY,,45,152,690,99,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,NEWTON,R,RE,45,36,,90,152,6,0.07,,,,,,,19/05/1982,NO,,,,,,,,,,,OH,05/09/1995,9620-006,-82.105833,39.839444,39,39119,54
OH00058,OH,OHIO POWER COMPANY POND DAM,,LOW,,OHIO,OH-18,MUSKINGUM,CUMBERLAND,,TR-COLLINS FORK,OTHER,GRAVITY,,30,70,100,,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MEIGS,O,RE,30,30,,70,70,7,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9615-004,-81.716111,39.815556,39,39119,55
OH00059,OH,INTERNATIONAL ANIMAL PRESERVE POND DAM,DAM #3,SIGNIFICANT,,OHIO,OH-18,MUSKINGUM,CUMBERLAND,,TR-MILLER CREEK,OTHER,GRAVITY,1959,48,250,800,330,INTERNATIONAL CENTER FOR THE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,RICH HILL,O,RE,48,42,,162,250,13.5,0.62,,,,,,,03/11/1972,NO,,,,,,,,,,,OH,05/09/1995,9615-002,-81.724722,39.854722,39,39119,56
OH00060,OH,KNOWLTON'S POND DAM,,LOW,,OHIO,OH-18,MUSKINGUM,DUNCAN FALLS,,TR-GEORGES RUN,RECREATION,GRAVITY,1950,24,103,385,341,"WILMER B., JR., & NORMA J. KNOWLTON",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,UNION,R,RE,24,19,,48.7,103,8,0.75,,,,,,,18/03/1992,NO,,,,,,,,,,,OH,05/09/1995,9716-001,-81.818333,39.975556,39,39119,57
OH00061,OH,BLUE ROCK LAKE DAM,CUTLER LAKE,HIGH,,OHIO,OH-18,MUSKINGUM,PHILO,,MANNS FORK,WATER SUPPLY,GRAVITY,1937,31,361,385,6618,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",,NO,BLUE ROCK,SR,RE,31,23,,163,361,14.2,2.46,,,,,,,01/04/1982,NO,,,,,,,,,,,OH,05/09/1995,9616-001,-81.850556,39.8175,39,39119,58
OH00062,OH,NEW CONCORD VILLAGE RESERVOIR DAM,,HIGH,,OHIO,OH-18,MUSKINGUM,NEW CONCORD,1.9,TR-FOX CREEK,WATER SUPPLY,GRAVITY,1955,42,216,409,324,VILLAGE OF NEW CONCORD,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,HIGHLAND,SR,RE,42,36,,130,216,13.8,0.33,,,,,,,06/05/1987,YES,,,,,,,,,,,OH,05/09/1995,0016-001,-81.753889,40.007222,39,39119,59
OH00063,OH,LAKE BUCKHORN DAM,,HIGH,,OHIO,OH-16,HOLMES,CLARK,0.9,TR-DOUGHTY CREEK,RECREATION,GRAVITY,1967,65,6735,1340,25769,LAKE BUCKHORN PROPERTY OWNERS ASSN.,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MECHANIC,R,RE,65,53,,4234,6735,195,,,,,,,,19/06/1986,YES,,,,,,,,,,,OH,05/09/1995,0317-001,-81.909444,40.460556,39,39075,60
OH00064,OH,HICKORY LAKE DAM,,LOW,,OHIO,OH-16,HOLMES,CLARK,3,TR-DOUGHTY CREEK,RECREATION,GRAVITY,1967,39,150,458,802,"HICKORY LAKE, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MECHANIC,R,RE,39,34,,96,150.1,9,0.42,,,,,,,21/10/1992,NO,,,,,,,,,,,OH,05/09/1995,0317-003,-81.903889,40.491667,39,39075,61
OH00065,OH,COY LAKE DAM,,HIGH,,OHIO,OH-16,HOLMES,GLENMONT,2.7,TR-BLACK CREEK,RECREATION,GRAVITY,1962,36,160,453,640,"JAMES R. COY, M.D.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,RICHLAND,R,RE,26,21,36,101,160,12.8,1.12,,,,,,,19/06/1986,YES,,,,,,,,,,,OH,05/09/1995,0421-001,-82.138333,40.500833,39,39075,62
OH00066,OH,TRANQUIL VALLEY LAKE DAM,,HIGH,,OHIO,OH-16,HOLMES,KILLBUCK,7.6,UPPER SAND RUN,RECREATION,GRAVITY,1958,30,93,370,66,JOHN & DORIS POPICK,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,HARDY,R,RE,30,27,,63.4,92.9,7.8,0.87,,,,,,,17/12/1991,NO,,,,,,,,,,,OH,05/09/1995,0416-003,-81.868611,40.545,39,39075,63
OH00067,OH,SILVER CREEK DAM,,SIGNIFICANT,,OHIO,OH-15,MADISON,GEORGESVILLE,,SILVER DITCH,RECREATION,GRAVITY,1968,50,601,1650,3170,BATTELLE MEMORIAL INSTITUTE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,JEFFERSON,R,RE,44,35,50,299,601,25,2.1,,,,,,,17/11/1987,NO,,,,,,,,,,,OH,05/09/1995,9731-001,-83.247778,39.966944,39,39097,64
OH00068,OH,LAKE CHOCTAW DAM,,HIGH,,OHIO,OH-15,MADISON,LAFAYETTE,,DEER CREEK,RECREATION,GRAVITY,1964,42,7783,925,44394,LAKE CHOCTAW PROPERTY OWNERS ASSN.,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,SOMERFORD,R,RE,42,29,,2388,7783,247,25.3,,,,,,,22/03/1994,NO,,,,,,,,,,,OH,05/09/1995,9733-001,-83.478333,39.966667,39,39097,65
OH00069,OH,NAUS LAKE DAM,,LOW,,OHIO,OH-04,WYANDOT,BOLIVAR,,TR-HONEY RUN,RECREATION,GRAVITY,1968,20,67,650,200,DAVID NAUS & C.A. NAUS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,ANTRIM,R,RE,16,13,20,37,67,9,0.14,,,,,,,24/04/1990,NO,,,,,,,,,,,OH,05/09/1995,0531-001,-83.159167,40.720833,39,39175,66
OH00070,OH,UPPER SANDUSKY RESERVOIR DAM,,SIGNIFICANT,,OHIO,OH-04,WYANDOT,MONOCUE,,TR-SANDUSKY RIVER,WATER SUPPLY,GRAVITY,1957,31,850,1600,,CITY OF UPPER SANDUSKY,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CRANE,S,RE,31,26,31,455,850,38,1.51,,,,,,,07/04/1983,YES,,,,,,,,,,,OH,05/09/1995,0632-001,-83.271667,40.820556,39,39175,67
OH00071,OH,SPROAT LAKE DAM,,SIGNIFICANT,,OHIO,OH-06,VINTON,RICHMOND DALE,,TR-MIDDLE FORK SALT CREEK,RECREATION,GRAVITY,1962,37,113,500,723,SIMON KENTON COUNCIL,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,HARRISON,R,RE,37,24,,45,113,5.5,0.61,,,,,,,13/03/1991,NO,,,,,,,,,,,OH,05/09/1995,9125-001,-82.733333,39.208333,39,39163,68
OH00072,OH,LAKE HOPE DAM,,HIGH,,OHIO,OH-06,VINTON,HOPE,,SANDY RUN,RECREATION,GRAVITY,1939,34,2461,750,21747,"ODNR, DIV. OF PARKS & REC",STATE,"OHIO DNR, DIVISION OF WATER",,NO,BROWN,R,RE,34,26,,1040,2461,130,9.9,,,,,,,26/04/1990,NO,,,,,,,,,,,OH,05/09/1995,9222-001,-82.356389,39.32,39,39163,69
OH00073,OH,LAKE RUPERT DAM,WELLSTON RESERVOIR,HIGH,,OHIO,OH-06,VINTON,HAMDEN,1.3,LITTLE RACCOON CREEK,WATER SUPPLY,GRAVITY,1968,40,7459,1510,41465,"ODNR, DIVISION OF WILDLIFE",STATE,"OHIO DNR, DIVISION OF WATER",,NO,CLINTON,SR,RE,40,28,,2245,7459,325,22.2,,,,,,,17/12/1987,YES,,,,,,,,,,,OH,05/09/1995,9124-002,-82.520833,39.176389,39,39163,70
OH00074,OH,LAKE ALMA DAM,,HIGH,,OHIO,OH-06,VINTON,RATCHFORD,,TR-LITTLE RACCOON CREEK,RECREATION,GRAVITY,1902,16,490,1500,137,CITY OF WELLSTON,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,CLINTON,RS,RE,16,14,,339.5,490.4,65,0.71,,,,,,,23/08/1990,NO,,,,,,,,,,,OH,05/09/1995,9124-001,-82.518056,39.144444,39,39163,71
OH00075,OH,LAKE HILL DAM,,HIGH,,OHIO,OH-07,ROSS,NORTH FORK VILLAGE,,TR-PAINT CREEK,RECREATION,GRAVITY,1954,31,84,235,2540,PENELOPE FISHER,PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,CONCORD,R,RE,31,24,,37,84,5.5,0.58,U,,,,,,11/05/1994,YES,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9331-001,-83.154167,39.384444,39,39141,72
OH00076,OH,RUSTIC ACRES LAKE DAM,,SIGNIFICANT,,OHIO,OH-07,ROSS,CHILLICOTHE,,TR-DRY RUN,RECREATION,GRAVITY,1974,27,20,296,166,PROFESSIONAL BUILDERS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,UNION,R,RE,26,18,27,9.9,19.5,1.7,0.06,,,,,,,20/02/1991,NO,,,,,,,,,,,OH,05/09/1995,9330-001,-83.0525,39.418889,39,39141,73
OH00077,OH,STROMAN LAKE DAM,,SIGNIFICANT,,OHIO,OH-07,CHAMPAIGN,TREMONT CITY,11.7,TR-NETTLE CREEK,RECREATION,GRAVITY,1958,38,596,810,585,CHARLES D. STROMAN,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CONCORD,R,RE,38,34,,352,596,31,0.49,,,,,,,08/09/1989,NO,,,,,,,,,,,OH,05/09/1995,0137-002,-83.902222,40.151667,39,39021,74
OH00080,OH,ATHENS FISH AND GAME CLUB LAKE DAM,,HIGH,,OHIO,OH-06,ATHENS,HOPE,1.3,TR-ROCKCAMP CREEK,RECREATION,GRAVITY,1938,36,126,215,540,ATHENS FISH & GAME CLUB,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WATERLOO,R,RE,35,28,36,55,126,8.5,0.81,,,,,,,17/12/1987,YES,,,,,,,,,,,OH,05/09/1995,9222-002,-82.279167,39.3,39,39009,75
OH00081,OH,MATTERS POND DAM,,HIGH,,OHIO,OH-06,ATHENS,GROSVENOR,0.8,TR-FACTORY CREEK,RECREATION,GRAVITY,1953,19,28,210,411,NEAL J & SANDRA L NESBITT,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,ATHENS,R,RE,19,15,,14,28,2.8,0.29,,,,,,,20/07/1995,YES,,,,,,,,,,,OH,05/09/1995,9221-006,-82.123889,39.341389,39,39009,76
OH00083,OH,MARGARET CREEK STRUCTURE NO. 2,LAKE SNOWDEN,HIGH,,OHIO,OH-06,ATHENS,FISHER,4.2,MARGARET CREEK,FLOOD CONTROL,GRAVITY,1970,61,4235,1617,5563,LE-AX REGIONAL WATER DISTRICT,PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,LEE,CSR,RE,56,47,61,2131,4235,131,4,U,100,,,,236000,14/05/1992,YES,USDA NRCS,USDA NRCS,USDA NRCS,USDA NRCS,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9121-001,-82.188056,39.25,39,39009,77
OH00084,OH,MARGARET CREEK STRUCTURE NO. 4,,SIGNIFICANT,,OHIO,OH-06,ATHENS,FISHER,2.7,BIDDLE CREEK,FLOOD CONTROL,GRAVITY,1971,34,1414,1050,9234,HOCKING CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,ALEXANDER,C,RE,34,14,34,89.9,1413.6,28.4,4.21,U,50,,,,67800,12/09/1990,NO,USDA NRCS,USDA NRCS,USDA NRCS,USDA NRCS,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9220-003,-82.124444,39.252778,39,39009,78
OH00085,OH,MARGARET CREEK STRUCTURE NO. 5,,LOW,,OHIO,OH-06,ATHENS,ATHENS,3.4,BIDDLE CREEK,FLOOD CONTROL,GRAVITY,1970,35,417,600,9573,HOCKING CONSERVANCY DISTRICT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,ALEXANDER,C,RE,29,12,35,29.1,416.9,8.3,1.68,U,120,,,,48500,12/09/1990,NO,USDA NRCS,USDA NRCS,USDA NRCS,USDA NRCS,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9220-002,-82.116667,39.261111,39,39009,79
OH00086,OH,DOW LAKE DAM,STROUDS RUN LAKE,HIGH,,OHIO,OH-06,ATHENS,FISHER,2.3,STROUDS RUN,RECREATION,GRAVITY,1959,66,7018,775,1517,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"OHIO DNR, DIVISION OF WATER",,NO,CANAAN,R,RE,66,44,,2126.4,7018.3,161,7.3,,,,,,,16/05/1991,YES,,,,,,,,,,,OH,05/09/1995,9220-001,-82.017778,39.335278,39,39009,80
OH00087,OH,STRAHLER'S LAKE DAM,,LOW,,OHIO,OH-06,WASHINGTON,UNIONVILLE,,TR-RAINBOW CREEK,RECREATION,GRAVITY,1966,29,27,250,426,BERNARD STRAHLER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WATERFORD,R,RE,29,23,,12.9,26.7,2,0.17,,,,,,,13/01/1994,NO,,,,,,,,,,,OH,05/09/1995,9414-003,-81.578333,39.513333,39,39167,81
OH00088,OH,CHOPPER'S LAKE DAM,,LOW,,OHIO,OH-06,WASHINGTON,COAL RUN,,SUGAR RUN,RECREATION,GRAVITY,1948,27,133,300,1380,"LAKESIDE, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,WATERFORD,R,RE,27,22,,81,133,11,0.92,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9414-001,-81.6125,39.554444,39,39167,82
OH00090,OH,GOODFELLOWS PARK LAKE DAM,,HIGH,,OHIO,OH-06,WASHINGTON,WATERTOWN,5.2,TR-BROWNS RN & S BRCH WOLF CRK,RECREATION,GRAVITY,1950,40,632,400,1810,"GOODFELLOWS CLUB, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,WARREN,R,RE,40,34,,448,632,25.6,0.64,U,12,,,,,13/01/1994,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9314-001,-81.583333,39.388889,39,39167,83
OH00091,OH,CYANAMID CORPORATION POND DAM,,SIGNIFICANT,,OHIO,OH-06,WASHINGTON,MARIETTA,,TR-DUCK CREEK,WATER SUPPLY,GRAVITY,1960,43,107,434,768,CYTEC INDUSTRIES INC.,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MARIETTA,S,RE,43,38,,55,107,6,0.15,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9313-001,-81.424167,39.430556,39,39167,84
OH00092,OH,BADGER POND DAM,,LOW,,OHIO,OH-06,WASHINGTON,TWIN BRIDGES,,TR-LAUREL RUN,RECREATION,GRAVITY,,28,67,400,,FRED W. DEBUSSEY,PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,DECATUR,R,RE,28,21,,32,67,4.5,0.1,U,26,,,,13163,,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9216-001,-81.812222,39.305556,39,39167,85
OH00093,OH,SELLERS LAKE DAM,,SIGNIFICANT,,OHIO,OH-16,ASHLAND,JELLOWAY,2.5,TR-JELLOWAY CREEK,RECREATION,GRAVITY,1963,30,97,450,,STEVE SELLERS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,HANOVER,R,RE,30,25,,67,97,5.3,0.27,,,,,,,19/06/1986,YES,,,,,,,,,,,OH,05/09/1995,0422-002,-82.313333,40.568333,39,39005,86
OH00094,OH,JACOBS LAKE DAM,,LOW,,OHIO,OH-16,ASHLAND,ENGLAND,3.4,TR-NEWELL RUN,RECREATION,GRAVITY,1962,25,55,800,32,TED JACOBS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MONTGOMERY,R,RE,25,,,,55,,0.08,,,,,,,01/06/1989,NO,,,,,,,,,,,OH,05/09/1995,0622-003,-82.3225,40.815,39,39005,87
OH00095,OH,CINNAMON LAKE DAM,,HIGH,,OHIO,OH-16,ASHLAND,WEST SALEM,4.2,MUDDY FORK,RECREATION,GRAVITY,1970,50,3577,3075,9878,"CINNAMON LAKE ASSOCIATION, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,JACKSON,R,RE,45,35,50,1480,3577,161,3.41,,,,,,,10/08/1987,YES,,,,,,,,,,,OH,05/09/1995,0721-001,-82.181111,40.99,39,39005,88
OH00096,OH,STARKEY LAKE DAM (UPPER LAKE),,LOW,,OHIO,OH-16,ASHLAND,POLK,4.2,TR-ORANGE CREEK,RECREATION,GRAVITY,1956,18,88,360,1588,JOHN A. RHOADS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,VILLAGE OF POLK,R,RE,18,14,,45,88.4,10,0.31,,,,,,,13/03/1995,NO,,,,,,,,,,,OH,05/09/1995,0721-007,-82.222778,40.95,39,39005,89
OH00097,OH,NOVA POND DAM,,LOW,,OHIO,OH-16,ASHLAND,FITCHVILLE,13.6,TR-BUCK CREEK,RECREATION,GRAVITY,1930,15,169,1400,64,OHIO TECHNOLOGY CORPORATION,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,TROY,R,RE,15,13,,108.1,169.2,25.6,0.93,,,,,,,17/09/1991,NO,,,,,,,,,,,OH,05/09/1995,1022-001,-82.291667,41.033333,39,39005,90
OH00098,OH,STELL LAKE DAM,,LOW,,OHIO,OH-16,ASHLAND,FITCHVILLE,9.5,TR-VERMILION RIVER,RECREATION,GRAVITY,1969,27,128,650,686,MRS. EDWARD STELL,PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,RUGGLES,R,RE,26,21,27,60.5,128.5,12.1,0.48,U,60,,,,15380,19/09/1991,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,0723-004,-82.411667,40.996389,39,39005,91
OH00099,OH,UKE RANCH LAKE DAM,,LOW,,OHIO,OH-16,ASHLAND,FITCHVILLE,6,TR-BUCK CREEK,RECREATION,GRAVITY,1968,34,69,920,798,"UKE RANCH, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,RUGGLES,R,RE,29,24,34,37,69,5.5,0.27,U,34,,,,19500,11/06/1992,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,1023-002,-82.408333,41.055833,39,39005,92
OH00100,OH,CRALL LAKE DAM,,LOW,,OHIO,OH-16,ASHLAND,FITCHVILLE,7.9,TR-VERMILION RIVER,RECREATION,GRAVITY,1952,21,57,375,343,WILLIAM CRALL,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,RUGGLES,R,RE,21,19,,43,57,7.3,0.35,,,,,,,11/06/1992,NO,,,,,,,,,,,OH,05/09/1995,1023-004,-82.426667,41.02,39,39005,93
OH00101,OH,MATHEWS POND DAM,,SIGNIFICANT,,OHIO,OH-18,NOBLE,COAL RIDGE,,TR-JOHNNY WOODS RIVER,RECREATION,GRAVITY,1969,58,41,300,46,GENE MATHEWS,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,NOBLE,R,RE,58,57,,37.7,41,2,0.03,,,,,,,29/11/1989,NO,,,,,,,,,,,OH,05/09/1995,9614-005,-81.550556,39.830278,39,39121,94
OH00102,OH,EASTERN OHIO RESOURCE & DEVELOPMENT DAM,,LOW,,OHIO,OH-18,NOBLE,FLORENCE,,TR-DOG RUN,RECREATION,GRAVITY,1965,29,57,360,376,EASTERN OHIO RESOURCE & DEV. CENTER,STATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,NOBLE,R,RE,29,25,,33,57,4.1,0.1,U,20,,,,20987,,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9614-004,-81.520556,39.790556,39,39121,95
OH00104,OH,BURKHEAD LAKE DAM,,LOW,,OHIO,OH-05,LORAIN,WELLINGTON,6.6,TR-WELLINGTON CREEK,RECREATION,GRAVITY,1964,26,115,500,1093,WILLIAM & GAIL A. BURKHEAD,PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,HUNTINGTON,R,RE,23,19,26,63,115,8,0.19,U,16,,,,8500,,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,1021-010,-82.1975,41.071944,39,39093,96
OH00105,OH,LORETTA LAKE DAM,,LOW,,OHIO,OH-05,LORAIN,WELLINGTON,6.6,TR-WELLINGTON CREEK,RECREATION,GRAVITY,1968,126,110,500,427,DAVID A. DOLL,PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,HUNTINGTON,R,RE,22,18,126,70,110,11.6,0.21,U,40,,,,10525,,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,1021-011,-82.1925,41.071944,39,39093,97
OH00106,OH,FIRELANDS LAKE NO. 1 DAM,,LOW,,OHIO,OH-05,LORAIN,BIRMINGHAM,,TR-FRANKLIN CREEK,RECREATION,GRAVITY,1966,14,138,2380,,"HEART OF OHIO COUNCIL, INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,HENRIETTA,R,RE,14,11,,73,138,20,0.16,U,10,,,,,30/06/1992,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,1222-001,-82.338333,41.278333,39,39093,98
OH00107,OH,CLARE-MAR CAMP LAKE DAM,,HIGH,,OHIO,OH-05,LORAIN,WELLINGTON,8,TR-CHARLEMONT CREEK,RECREATION,GRAVITY,,19,441,2500,523,LEN & BARBARA SEARS,PRIVATE,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,HUNTINGTON,R,RE,19,16,,258,441,50,0.64,U,87,,,,3500,03/01/1990,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,1022-008,-82.253333,41.07,39,39093,99
OH00108,OH,TAYLOR LAKE DAM,,LOW,,OHIO,OH-05,LORAIN,SPENCER,4.5,TR-COON CREEK,RECREATION,GRAVITY,1968,20,80,600,509,HAROLD & PATRICIA TAYLOR,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,HUNTINGTON,R,RE,16,12,20,38,80,9.9,0.2,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1021-012,-82.183333,41.068889,39,39093,100
OH00109,OH,UKRANIAN AMERICAN YOUTH LAKE DAM,,LOW,,OHIO,OH-05,LORAIN,WELLINGTON,4.2,TR-CHARLEMONT CREEK,RECREATION,GRAVITY,1965,29,86,280,1383,"UKRANIAN AMERICAN YOUTH ASSN., INC.",PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,HUNTINGTON,R,RE,29,26,,59.4,86,9.5,0.05,,,,,,,06/02/1992,NO,,,,,,,,,,,OH,05/09/1995,1022-013,-82.2575,41.1175,39,39093,101
OH00111,OH,PHEASANT RUN LAKE DAM,,SIGNIFICANT,,OHIO,OH-05,LORAIN,OBERLIN,5.7,TR-WELLINGTON CREEK,RECREATION,GRAVITY,,9,107,550,4,PHEASANT RUN VILLAGE ASSOCIATION,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,LAGRANGE,R,RE,9,7,,43,107,20,0.85,,,,,,,06/02/1992,NO,,,,,,,,,,,OH,05/09/1995,1121-004,-82.156667,41.204444,39,39093,102
OH00112,OH,OBERLIN UPGROUND RESERVOIR,,HIGH,,OHIO,OH-05,LORAIN,OBERLIN,0.1,OFFSTREAM,WATER SUPPLY,GRAVITY,1960,20,1070,6156,,CITY OF OBERLIN,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,RUSSIA,SR,RE,20,16,,880,1070,54,0.09,,,,,,,06/08/1987,YES,,,,,,,,,,,OH,05/09/1995,1221-001,-82.178333,41.275,39,39093,103
OH00113,OH,OBERLIN OLD UPGROUND RESERVOIR,,LOW,,OHIO,OH-13,LORAIN,OBERLIN,0.1,PLUM CREEK-OS,WATER SUPPLY,GRAVITY,1960,17,92,2450,,CITY OF OBERLIN,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,RUSSIA,S,RE,17,13,,53.5,92.2,10,0.02,,,,,,,15/10/1992,NO,,,,,,,,,,,OH,05/09/1995,1221-011,-82.244444,41.283333,39,39093,104
OH00114,OH,BRENTWOOD LAKE DAM,,SIGNIFICANT,,OHIO,OH-05,LORAIN,LA PORTE,1.1,TR-EAST BRANCH BLACK RIVER,RECREATION,GRAVITY,1952,21,135,426,3612,THE SPITZER HARDWARE & SUPPLY CO.,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CARLISLE,R,RE,21,15,,55.7,134.7,11,4.22,,,,,,,03/01/1990,NO,,,,,,,,,,,OH,05/09/1995,1220-006,-82.072778,41.318889,39,39093,105
OH00115,OH,LAKE HAVEN DAM,,LOW,,OHIO,OH-05,LORAIN,LAKE ERIE,,TR-LAKE ERIE,RECREATION,GRAVITY,1960,22,113,450,132,RAYMOND & BEULAH LUGLI,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BROWNHELM,R,RE,22,19,,68,113,13.5,1.82,,,,,,,15/02/1983,NO,,,,,,,,,,,OH,05/09/1995,1322-003,-82.297222,41.424444,39,39093,106
